Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Type_Category,Years_of_Operation
0,FDI33,91.7146,2462.7942,13,0.028395167,16.5,1987,1,2,0,1,1,26
2,FDG08,172.0764,4466.1864,6,0.165221717,13.15,1987,1,2,0,1,1,26
0,FDE39,117.4782,2026.0294,4,0.036127671,7.89,2004,6,1,2,1,1,9
2,FDH53,82.8592,1733.7432,5,0.019277945,20.5,2009,3,2,1,2,1,4
0,FDB09,123.9046,1120.5414,6,0.057629899,16.25,2009,3,2,1,2,1,4
0,FDI22,207.2612,4390.2852,13,0.096212432,12.6,1997,8,0,2,1,1,16
0,FDX24,92.4462,185.0924,0,0.024387984,8.355,1985,4,0,2,0,1,28
0,FDE09,109.5228,994.7052,6,0.021647195,8.775,2002,7,1,2,1,1,11
2,FDJ57,184.6582,5015.4714,12,0.021573645,7.42,1997,8,0,2,1,1,16
0,DRC49,145.8128,2444.8176,14,0.065424208,8.67,2004,6,1,2,1,0,9
2,FDU19,170.5422,1551.9798,6,0.046866331,8.77,2002,7,1,2,1,1,11
2,FDU43,238.6564,3575.346,6,0.06355134725,19.35,1987,1,2,0,1,1,26
0,FDA50,96.041,868.869,4,0.087102593,16.25,1987,1,2,0,1,1,26
1,NCM29,129.6626,1836.2764,8,0.01774202,11.5,2007,2,1,2,1,2,6
0,FDQ13,82.5908,1510.0344,3,0.010632752,11.1,1987,1,2,0,1,1,26
2,FDB26,55.264,1544.656,3,0.031116081,14.0,1985,5,2,1,3,1,28
2,FDI21,62.9168,1406.1696,13,0.05671761,5.59,2002,7,1,2,1,1,11
0,FDV25,219.7456,884.1824,3,0.079931185,5.905,1985,4,0,2,0,1,28
0,FDQ23,102.9332,1845.5976,1,0.024505418,6.55,1987,1,2,0,1,1,26
0,FDJ41,261.2594,1046.6376,5,0.03830192,6.85,1998,0,2,2,0,1,15
1,NCO42,144.1102,1749.7224,9,0.024693927,21.25,1999,9,0,1,1,2,14
0,FDQ13,84.6908,3691.1952,3,0.010590075,11.1,1985,5,2,1,3,1,28
2,FDU47,138.7838,280.9676,1,0.190569038,12.8,1998,0,2,2,0,1,15
2,FDW57,177.4028,3896.2616,13,0.115800471714,8.31,1997,8,0,2,1,1,16
0,DRN47,179.166,3056.022,7,0.016826748,12.1,1997,8,0,2,1,0,16
0,FDW28,194.7452,5872.356,5,0.088394115,18.25,1985,5,2,1,3,1,28
1,NCN42,145.6418,3384.2614,9,0.01543523025,20.25,1987,1,2,0,1,2,26
0,FDR60,78.2328,1004.0264,0,0.129783577,14.3,1985,5,2,1,3,1,28
2,FDO09,262.891,788.973,13,0.134757186,13.5,1985,4,0,2,0,1,28
0,FDX45,156.163,2816.334,13,0.11479507275,16.75,1997,8,0,2,1,1,16
0,FDH27,145.3128,1869.5664,4,0.058465268,7.075,2002,7,1,2,1,1,11
2,FDO08,163.1526,1808.9786,6,0.053765212,11.1,2004,6,1,2,1,1,9
2,FDG10,55.4588,343.5528,13,0.01098386,6.63,2009,3,2,1,2,1,4
0,FDZ40,54.9298,1348.245,5,0.040245222,8.935,1999,9,0,1,1,1,14
0,FDZ27,51.435,499.35,4,0.017253305,7.935,2007,2,1,2,1,1,6
0,FDZ46,112.1228,1215.7508,13,0.069231189,7.485,1999,9,0,1,1,1,14
0,FDI46,253.3724,755.0172,13,0.074648119,9.5,2009,3,2,1,2,1,4
1,NCW53,193.1162,2693.8268,8,0.030542489,18.35,1999,9,0,1,1,2,14
0,FDY52,60.1536,490.0288,5,0.007359711,6.365,1999,9,0,1,1,1,14
0,FDU07,149.1366,4231.8248,6,0.059940022,11.1,1999,9,0,1,1,1,14
1,NCQ05,149.2708,2407.5328,8,0.0260264857143,11.395,2007,2,1,2,1,2,6
2,FDT16,260.2278,4165.2448,5,0.048860587,9.895,2009,3,2,1,2,1,4
1,NCJ17,86.4224,511.3344,8,0.153419412,7.68,2007,2,1,2,1,2,6
1,NCY29,56.493,509.337,8,0.077219509,13.65,2004,6,1,2,1,2,9
1,NCQ18,98.57,2496.75,9,0.13504726,15.75,2004,6,1,2,1,2,9
2,FDS02,196.1794,2926.191,4,0.146094132,10.195,1999,9,0,1,1,1,14
1,NCK31,50.2666,820.2656,11,0.027157955,10.895,2009,3,2,1,2,2,4
2,FDH60,195.711,5499.508,0,0.080346058,19.7,1985,5,2,1,3,1,28
2,FDO19,48.3034,777.6544,6,0.016596645,17.7,1997,8,0,2,1,1,16
0,DRF37,263.391,6311.784,14,0.084316691,17.25,2004,6,1,2,1,0,9
0,FDN21,161.0236,3705.8428,13,0.076791671,18.6,1987,1,2,0,1,1,26
0,FDM14,108.0254,759.6778,3,0.01326146,13.8,2004,6,1,2,1,1,9
2,FDO08,165.5526,1973.4312,6,0.0623079876667,11.1,2009,3,2,1,2,1,4
2,FDS27,195.111,3731.809,10,0.012528611,10.195,2007,2,1,2,1,1,6
0,DRM59,153.8998,2922.1962,7,0.003597678,5.88,1999,9,0,1,1,0,14
1,NCO29,163.0526,2302.3364,8,0.032438645,11.15,2007,2,1,2,1,2,6
0,FDC32,92.0462,277.6386,6,0.173527068,18.35,1985,4,0,2,0,1,28
0,DRA12,142.0154,850.8924,14,0.041112694,11.6,2009,3,2,1,2,0,4
0,FDI14,139.2496,1976.0944,3,0.089243504,14.1,1985,5,2,1,3,1,28
0,DRG51,163.5526,2302.3364,4,0.011539622,12.1,1997,8,0,2,1,0,16
0,FDR33,110.657,659.142,13,0.04690397,7.31,1985,4,0,2,0,1,28
0,FDS23,126.9994,1798.9916,1,0.141686037,4.635,2007,2,1,2,1,1,6
1,NCF43,142.247,2004.058,9,0.052051256,8.51,2002,7,1,2,1,2,11
0,DRN37,167.3158,1838.2738,14,0.09627919,9.6,2004,6,1,2,1,0,9
2,FDX57,96.9068,1458.102,13,0.047533568,17.25,2007,2,1,2,1,1,6
1,NCC42,140.4838,1685.8056,8,0.04499948,15.0,2002,7,1,2,1,2,11
0,FDS47,87.6856,1494.0552,1,0.12888573,16.75,1997,8,0,2,1,1,16
0,DRK35,39.2506,75.9012,7,0.120256303,8.365,1998,0,2,2,0,0,15
0,DRF37,261.291,788.973,14,0.0843979462857,17.25,1985,4,0,2,0,0,28
0,DRI23,161.8578,3530.0716,7,0.137755834,18.85,2009,3,2,1,2,0,4
0,FDB28,198.7426,1186.4556,4,0.093913607,6.615,2007,2,1,2,1,1,6
2,FDU50,115.3176,572.588,4,0.075287081,5.75,1999,9,0,1,1,1,14
0,FDD22,113.3544,3467.4864,13,0.100055625,10.0,2009,3,2,1,2,1,4
0,FDG04,188.9898,4303.0654,5,0.006061565,13.1,2004,6,1,2,1,1,9
2,FDM08,223.0088,671.1264,6,0.053667516,10.1,1999,9,0,1,1,1,14
0,FDI28,79.0302,1901.5248,5,0.026194237,14.3,1985,5,2,1,3,1,28
2,FDM57,83.4908,503.3448,13,0.076002991,11.65,2002,7,1,2,1,1,11
1,NCS17,94.6436,4065.3748,8,0.080111611,18.6,1985,5,2,1,3,2,28
0,FDX44,90.4172,1249.0408,6,0.043141572,9.3,2009,3,2,1,2,1,4
0,DRE03,45.3718,614.5334,4,0.024276035,19.6,2002,7,1,2,1,0,11
0,FDT46,51.5008,607.2096,13,0.03093263,11.35,2009,3,2,1,2,1,4
2,FDW60,178.137,3175.866,0,0.017096552,5.44,2002,7,1,2,1,1,11
0,FDE44,50.8692,788.3072,6,0.172357491,14.65,2007,2,1,2,1,1,6
2,FDT24,78.5328,695.0952,0,0.185824165,12.35,2004,6,1,2,1,1,9
2,FDO20,253.7382,2271.0438,6,0.152988295,12.85,2007,2,1,2,1,1,6
0,FDV47,85.5566,1860.2452,1,0.05933534675,17.1,1999,9,0,1,1,1,14
2,FDZ26,240.6222,2868.2664,4,0.143897558,11.6,1987,1,2,0,1,1,26
0,FDK48,75.5354,1956.1204,0,0.037845086,7.445,2007,2,1,2,1,1,6
2,FDX32,142.8786,433.4358,6,0.1748389,15.1,1985,4,0,2,0,1,28
2,FDE56,63.2194,247.6776,6,0.278730642,17.25,1985,4,0,2,0,1,28
0,DRJ01,161.1236,644.4944,14,0.115500999,6.135,2009,3,2,1,2,0,4
0,FDC53,97.7384,98.5384,5,0.01478914,8.68,1998,0,2,2,0,1,15
1,NCN07,132.5284,1318.284,11,0.033938279,18.5,2004,6,1,2,1,2,9
0,FDI28,79.4302,1743.0644,5,0.026299797,14.3,1987,1,2,0,1,1,26
1,NCO55,105.6938,214.3876,11,0.159394437,12.8,1985,4,0,2,0,2,28
0,FDP46,88.283,1797.66,13,0.0826772118571,15.35,1997,8,0,2,1,1,16
0,FDX26,182.5292,2736.438,4,0.101789071444,17.7,1987,1,2,0,1,1,26
2,FDD56,175.6054,2451.4756,6,0.10377827,15.2,1997,8,0,2,1,1,16
2,FDP12,35.0874,352.874,0,0.045522854,9.8,2007,2,1,2,1,1,6
0,FDT40,125.5678,2543.356,5,0.095331433,5.985,1985,5,2,1,3,1,28
2,FDV57,179.766,3056.022,13,0.0659113536667,15.25,2009,3,2,1,2,1,4
0,FDZ09,165.6868,3111.9492,13,0.105472205,17.6,2007,2,1,2,1,1,6
2,FDA07,121.0072,2082.6224,6,0.030938774,7.55,2004,6,1,2,1,1,9
0,FDV36,127.102,3415.554,0,0.026174636,18.7,1985,5,2,1,3,1,28
2,FDQ01,254.7014,3570.0196,3,0.160671255,19.7,2004,6,1,2,1,1,9
2,FDW46,65.7484,391.4904,13,0.070243155,13.0,1987,1,2,0,1,1,26
2,FDW19,109.957,4504.137,6,0.038313981,12.35,1985,5,2,1,3,1,28
2,FDY01,113.8834,1382.2008,3,0.170548238,11.8,1999,9,0,1,1,1,14
0,FDG60,233.6616,2577.9776,0,0.060794097,20.35,1999,9,0,1,1,1,14
0,FDL22,90.3488,996.0368,13,0.036446751,16.85,1999,9,0,1,1,1,14
0,DRK01,94.0436,1134.5232,14,0.061188147,7.63,2002,7,1,2,1,0,11
0,FDO12,195.3452,1761.7068,0,0.054884821,15.75,1987,1,2,0,1,1,26
2,FDX12,241.8196,4097.3332,0,0.026064486,18.2,1997,8,0,2,1,1,16
2,FDR28,164.921,2609.936,5,0.025936747,13.85,1999,9,0,1,1,1,14
0,FDH57,132.9284,3295.71,6,0.035949725,10.895,2007,2,1,2,1,1,6
0,FDC04,242.9854,2175.1686,4,0.045168898,15.6,2009,3,2,1,2,1,4
1,NCI06,181.466,3775.086,9,0.04767798,11.3,1987,1,2,0,1,2,26
1,NCY53,111.6544,1565.9616,8,0.058812134,20.0,2007,2,1,2,1,2,6
2,FDR22,112.9544,2908.2144,13,0.018667601,19.35,2007,2,1,2,1,1,6
0,FDM33,221.5798,5509.495,13,0.087646694,15.6,1987,1,2,0,1,1,26
0,FDO57,159.4578,160.4578,13,0.19033746,20.75,1985,4,0,2,0,1,28
2,FDO56,118.4808,1640.5312,6,0.045165796,10.195,2009,3,2,1,2,1,4
0,FDO58,164.8526,2631.2416,13,0.039385518,19.6,1985,5,2,1,3,1,28
2,FDQ45,183.8608,2572.6512,13,0.010914988,9.5,2004,6,1,2,1,1,9
0,FDO60,43.3086,624.5204,0,0.034203092,20.0,1985,5,2,1,3,1,28
2,FDI34,229.7668,3916.2356,13,0.085268317,10.65,1999,9,0,1,1,1,14
2,FDJ26,215.5218,4915.6014,3,0.084354713,15.3,1985,5,2,1,3,1,28
0,FDV08,40.8454,587.2356,6,0.028571132,7.35,1987,1,2,0,1,1,26
0,DRD60,179.7634,1817.634,14,0.037383778,15.7,2009,3,2,1,2,0,4
0,FDX20,227.272,7017.532,6,0.042354152,7.365,1985,5,2,1,3,1,28
0,FDG59,39.4164,154.4656,15,0.043410693,15.85,2009,3,2,1,2,1,4
2,FDN58,231.1984,5097.3648,13,0.056872392,13.8,1997,8,0,2,1,1,16
2,FDV48,79.8644,785.644,0,0.051573903,9.195,1987,1,2,0,1,1,26
0,FDA15,248.8092,5976.2208,4,0.016113019,9.3,2007,2,1,2,1,1,6
0,FDI19,242.9512,4847.024,10,0.052295514,15.1,1987,1,2,0,1,1,26
0,FDX19,234.4958,1635.8706,6,0.097127867,19.1,2009,3,2,1,2,1,4
2,FDO52,172.4106,4277.765,5,0.077284566,11.6,1999,9,0,1,1,1,14
1,NCO05,98.6384,1970.768,8,0.046653872,7.27,2002,7,1,2,1,2,11
1,NCP17,62.5168,1534.0032,8,0.02775746,19.35,1999,9,0,1,1,2,14
0,FDK56,186.7898,561.2694,6,0.142323593875,9.695,1998,0,2,2,0,1,15
1,NCG43,94.1462,832.9158,9,0.087476882625,20.2,1997,8,0,2,1,2,16
0,DRM59,154.6998,3229.7958,7,0.003574698,5.88,1985,5,2,1,3,0,28
2,FDA47,164.121,2773.057,0,0.11733375,10.5,2007,2,1,2,1,1,6
2,FDY20,92.3488,1177.1344,6,0.081684728,12.5,1987,1,2,0,1,1,26
0,FDZ22,81.825,83.225,13,0.079261744,9.395,1985,4,0,2,0,1,28
0,FDB52,256.0672,2045.3376,4,0.030410273,17.75,1987,1,2,0,1,1,26
1,NCS29,264.8884,2914.8724,8,0.069938838,9.0,2007,2,1,2,1,2,6
0,DRC12,190.4188,952.094,14,0.037885683,17.85,1999,9,0,1,1,0,14
2,FDP13,41.548,79.896,3,0.235183205,8.1,1985,4,0,2,0,1,28
0,DRF23,175.2396,2093.2752,7,0.123151947,4.61,2009,3,2,1,2,0,4
2,FDB56,186.8556,7322.4684,6,0.074565098,8.75,1987,1,2,0,1,1,26
2,FDQ47,35.2874,388.1614,1,0.169137707,7.155,2007,2,1,2,1,1,6
2,FDY39,182.0608,7717.9536,10,0.0545373845556,5.305,1985,5,2,1,3,1,28
0,FDY36,71.338,1098.57,0,0.009429612,12.3,2002,7,1,2,1,1,11
1,NCM17,44.9086,802.9548,8,0.071076672,7.93,1987,1,2,0,1,2,26
0,DRN35,34.9532,539.298,7,0.070234306,8.01,2004,6,1,2,1,0,9
0,FDK22,217.185,432.77,13,0.043663452,9.8,1998,0,2,2,0,1,15
2,FDI07,199.3426,395.4852,10,0.059110912,12.35,1985,4,0,2,0,1,28
0,DRK37,190.453,379.506,14,0.0487642454286,5.0,1998,0,2,2,0,0,15
1,NCP05,150.9024,303.6048,8,0.042324556,19.6,1998,0,2,2,0,2,15
1,NCD42,36.3506,872.8638,8,0.012657494,16.5,1999,9,0,1,1,2,14
0,FDW11,61.0194,1052.6298,1,0.048857925,12.6,1999,9,0,1,1,1,14
0,FDI14,140.2496,2681.8424,3,0.090185027,14.1,2007,2,1,2,1,1,6
1,NCY42,144.947,3435.528,9,0.015186146,6.38,1999,9,0,1,1,2,14
2,FDV26,194.2794,4291.7468,4,0.083364898,20.25,1999,9,0,1,1,1,14
0,FDX15,159.7578,641.8312,10,0.155541973,17.2,1985,5,2,1,3,1,28
1,NCG07,190.853,4364.319,9,0.052502049,12.3,1997,8,0,2,1,2,16
0,FDC44,114.8518,2163.1842,6,0.172596885,15.6,1997,8,0,2,1,1,16
0,FDC47,229.4694,5937.6044,13,0.118868155,15.0,2004,6,1,2,1,1,9
1,NCK53,98.4042,1388.8588,8,0.037639672,11.6,1999,9,0,1,1,2,14
2,FDY49,164.7184,495.3552,3,0.021031586,17.2,1985,4,0,2,0,1,28
1,NCM07,83.9908,167.7816,11,0.069968018,9.395,1985,4,0,2,0,2,28
0,FDR47,193.3794,4291.7468,1,0.087963415,17.85,2007,2,1,2,1,1,6
2,FDS59,108.757,1867.569,1,0.043885147,14.8,2004,6,1,2,1,1,9
0,DRK47,229.9694,4567.388,7,0.064163983,7.905,1999,9,0,1,1,0,14
0,FDZ27,51.235,49.935,4,0.017172236375,7.935,1985,4,0,2,0,1,28
2,FDE36,165.5868,5404.9644,0,0.0484418455556,5.26,1985,5,2,1,3,1,28
2,FDM51,101.9674,1731.7458,10,0.02592132,11.8,2004,6,1,2,1,1,9
0,FDY48,103.2332,1845.5976,0,0.023734872,14.0,1997,8,0,2,1,1,16
2,FDA35,123.0072,1960.1152,0,0.053921264,14.85,1999,9,0,1,1,1,14
1,NCL31,143.447,2290.352,11,0.120770963,7.39,2009,3,2,1,2,2,4
0,FDC47,229.9694,4339.0186,13,0.118791698,15.0,1987,1,2,0,1,1,26
0,FDI26,179.4344,6066.7696,3,0.034717799,5.94,1985,5,2,1,3,1,28
0,FDQ16,108.0912,1965.4416,5,0.041823046,19.7,2002,7,1,2,1,1,11
0,FDK15,98.4042,99.2042,10,0.164724567,10.8,1998,0,2,2,0,1,15
1,NCO53,184.0608,6431.628,8,0.174336148,16.2,1985,5,2,1,3,2,28
2,FDG12,122.4098,3735.8038,0,0.006295472,6.635,1985,5,2,1,3,1,28
2,FDU28,189.1214,2261.0568,5,0.093463546,19.2,1985,5,2,1,3,1,28
0,FDI20,211.3586,422.1172,6,0.067520165,19.1,1985,4,0,2,0,1,28
0,DRN37,165.3158,334.2316,14,0.161182103,9.6,1998,0,2,2,0,0,15
0,FDD28,59.6904,937.4464,5,0.053296868,10.695,1997,8,0,2,1,1,16
2,FDP31,62.9168,1086.5856,6,0.161474419,21.1,2004,6,1,2,1,1,9
0,DRD27,98.3042,198.4084,4,0.041740624,18.75,1985,4,0,2,0,0,28
0,DRF01,147.3102,291.6204,14,0.306542848,5.655,1985,4,0,2,0,0,28
0,DRD25,111.286,2263.72,14,0.079293753,6.135,2009,3,2,1,2,0,4
0,FDD53,43.3454,922.7988,5,0.044472637,16.2,2007,2,1,2,1,1,6
0,FDQ24,253.4724,2013.3792,0,0.073816097,15.7,2002,7,1,2,1,1,11
2,FDY49,164.4184,2641.8944,3,0.012080016,17.2,2007,2,1,2,1,1,6
1,NCP18,150.4708,2257.062,9,0.02859825,12.15,1997,8,0,2,1,2,16
2,FDT07,257.133,7433.657,6,0.076944658,5.82,1985,5,2,1,3,1,28
2,FDG46,114.7518,455.4072,13,0.055084019,8.63,1998,0,2,2,0,1,15
2,FDH50,182.5266,1290.9862,3,0.162093059,15.0,2009,3,2,1,2,1,4
0,FDS40,34.619,36.619,5,0.024546148,15.35,1985,4,0,2,0,1,28
0,FDZ60,108.5596,1725.7536,0,0.118783796,20.5,1985,5,2,1,3,1,28
2,FDG38,86.6224,1619.2256,3,0.052836076,8.975,2002,7,1,2,1,1,11
0,FDG31,64.7826,904.1564,10,0.037889224,12.15,2004,6,1,2,1,1,9
0,FDS39,143.7812,1994.7368,10,0.022587621,6.895,2007,2,1,2,1,1,6
0,FDL22,92.5488,2625.9152,13,0.036213953,16.85,1985,5,2,1,3,1,28
0,FDQ20,39.3138,974.7312,6,0.029779207,8.325,2004,6,1,2,1,1,9
0,DRB24,153.1656,1853.5872,14,0.020693619,8.785,2007,2,1,2,1,0,6
0,DRI51,172.6764,6183.9504,4,0.042037073,17.25,1985,5,2,1,3,0,28
2,FDJ60,163.9184,3137.2496,0,0.062516602,19.35,2004,6,1,2,1,1,9
2,FDB40,144.8102,291.6204,4,0.012620221,17.5,1998,0,2,2,0,1,15
2,FDO15,72.4038,739.038,10,0.008615,16.75,2007,2,1,2,1,1,6
2,FDI53,161.5236,1772.3596,5,0.137618927,8.895,2004,6,1,2,1,1,9
2,FDZ14,122.4756,605.878,4,0.047588696,7.71,1997,8,0,2,1,1,16
1,NCD54,142.7786,144.4786,9,0.050790917,21.1,1985,4,0,2,0,2,28
2,FDF28,124.1046,1120.5414,5,0.037864721,15.7,1997,8,0,2,1,1,16
0,FDD39,217.685,2163.85,4,0.070551723,16.7,2007,2,1,2,1,1,6
1,NCN54,76.1328,772.328,9,0.021326471,20.35,1997,8,0,2,1,2,16
1,NCO41,100.1384,2167.8448,8,0.018955479,12.5,2007,2,1,2,1,2,6
2,FDH45,41.6796,495.3552,6,0.105666833,15.1,1997,8,0,2,1,1,16
1,NCD55,43.4454,41.9454,9,0.040725405,14.0,1998,0,2,2,0,2,15
0,DRK35,39.6506,834.9132,7,0.072252888,8.365,2007,2,1,2,1,0,6
2,FDM25,177.5712,2636.568,2,0.061008889,10.695,2007,2,1,2,1,1,6
1,NCW30,259.5962,2848.9582,9,0.011007815,5.21,2004,6,1,2,1,2,9
2,FDU15,37.9532,575.2512,10,0.03133869175,13.65,2002,7,1,2,1,1,11
0,DRN35,37.5532,1366.2216,7,0.070247589,8.01,1997,8,0,2,1,0,16
2,FDN28,104.099,412.796,5,0.030294931,5.88,1999,9,0,1,1,1,14
1,NCK29,121.373,123.173,8,0.210511558,5.615,1998,0,2,2,0,2,15
0,FDA49,87.0198,697.7584,3,0.0650227,19.7,1999,9,0,1,1,1,14
2,FDE40,60.0194,123.8388,4,0.173587926,15.6,1985,4,0,2,0,1,28
2,FDD52,110.857,1977.426,4,0.183579854,18.25,1999,9,0,1,1,1,14
2,FDZ31,189.7504,2492.7552,6,0.113678422,15.35,2009,3,2,1,2,1,4
0,FDA13,39.9506,721.0614,3,0.078174543,15.85,1985,5,2,1,3,1,28
0,FDU08,101.2042,396.8168,6,0.027292686,10.3,1987,1,2,0,1,1,26
2,FDU15,35.1532,790.9704,10,0.026602089,13.65,1997,8,0,2,1,1,16
0,FDD45,95.9436,2741.7644,6,0.116226984,8.615,2004,6,1,2,1,1,9
0,FDY50,87.8172,1070.6064,4,0.131221393,5.8,2002,7,1,2,1,1,11
0,FDD08,36.2506,834.9132,6,0.035409328,8.3,1999,9,0,1,1,1,14
1,NCE30,210.4902,3610.6334,9,0.1085080075,16.0,2002,7,1,2,1,2,11
0,FDB05,247.2776,5944.2624,5,0.083327693,5.155,1999,9,0,1,1,1,14
2,FDS09,49.8008,1062.6168,13,0.08125293,8.895,2002,7,1,2,1,1,11
2,FDZ07,63.7194,1362.2268,6,0.11070823325,15.1,2009,3,2,1,2,1,4
0,FDS57,144.847,1717.764,13,0.103422709,15.5,2004,6,1,2,1,1,9
0,FDX28,100.9042,2083.2882,5,0.125688044,6.325,2009,3,2,1,2,1,4
2,FDN56,145.8786,288.9572,6,0.187443314,5.46,1985,4,0,2,0,1,28
0,FDX44,89.3172,2051.9956,6,0.04295842,9.3,2004,6,1,2,1,1,9
1,NCF19,49.0034,826.2578,9,0.034938717,13.0,1985,5,2,1,3,2,28
1,NCA17,149.2392,4026.7584,8,0.045603215,20.6,2009,3,2,1,2,2,4
2,FDY40,49.6692,788.3072,5,0.085834992,15.5,1997,8,0,2,1,1,16
1,NCX54,105.6622,1693.7952,9,0.048050783,9.195,2004,6,1,2,1,2,9
0,FDK28,258.2646,5410.9566,5,0.065589906,5.695,1997,8,0,2,1,1,16
0,FDI32,113.2834,4376.9692,6,0.173529036,17.7,1985,5,2,1,3,1,28
2,FDT11,188.0556,938.778,1,0.029492018,5.94,2009,3,2,1,2,1,4
0,FDO32,45.906,1118.544,6,0.121225455,6.36,2007,2,1,2,1,1,6
0,DRJ01,160.9236,2255.7304,14,0.114475357,6.135,1985,5,2,1,3,0,28
2,FDW02,123.9704,2253.0672,4,0.041263394125,4.805,2002,7,1,2,1,1,11
1,NCK30,254.8698,4819.7262,9,0.060927824,14.85,1987,1,2,0,1,2,26
1,NCM43,161.621,2120.573,11,0.019459164,14.5,1987,1,2,0,1,2,26
2,FDJ14,77.896,1278.336,3,0.050070476,10.3,1997,8,0,2,1,1,16
0,FDE59,37.9532,1078.596,15,0.06227604,12.15,2004,6,1,2,1,1,9
0,FDN10,120.3124,474.0496,13,0.046217345,11.5,2002,7,1,2,1,1,11
1,NCC18,174.0422,1724.422,9,0.177270016,19.1,1997,8,0,2,1,2,16
2,FDN34,168.7132,338.2264,13,0.080127283,15.6,1985,4,0,2,0,1,28
2,FDU12,265.1568,2109.2544,0,0.076059648,15.5,2009,3,2,1,2,1,4
0,FDR33,110.357,3185.853,13,0.026788937,7.31,1997,8,0,2,1,1,16
0,FDP33,257.3672,2045.3376,13,0.089197963,18.7,1987,1,2,0,1,1,26
0,FDT49,107.028,2876.256,3,0.151279591,7.0,1987,1,2,0,1,1,26
0,FDK02,121.144,1438.128,3,0.112203445,12.5,2004,6,1,2,1,1,9
1,NCM07,84.0908,419.454,11,0.039961837,9.395,1997,8,0,2,1,2,16
2,FDX38,45.9376,575.2512,4,0.048207017,10.5,1997,8,0,2,1,1,16
2,FDS56,262.1252,786.9756,6,0.064871045,5.785,1998,0,2,2,0,1,15
2,FDU26,120.7782,1072.6038,4,0.042685217,16.7,1999,9,0,1,1,1,14
2,FDR16,214.4218,5343.045,5,0.105181277,5.845,1999,9,0,1,1,1,14
0,FDA58,235.8932,942.7728,13,0.103751236,9.395,1997,8,0,2,1,1,16
0,FDI26,179.8344,1249.0408,3,0.035028853,5.94,2009,3,2,1,2,1,4
0,FDU36,97.8384,2069.3064,0,0.046262201,6.15,2004,6,1,2,1,1,9
0,FDG60,234.2616,4687.232,0,0.060688248,20.35,2004,6,1,2,1,1,9
2,FDH14,141.8838,280.9676,3,0.078347922,17.1,1998,0,2,2,0,1,15
0,FDQ37,192.2478,7943.6598,2,0.088828418,20.75,1985,5,2,1,3,1,28
0,FDW23,36.7164,849.5608,0,0.081944045,5.765,1987,1,2,0,1,1,26
0,FDM03,107.7938,2251.0698,10,0.123726711,12.65,2007,2,1,2,1,1,6
2,FDB58,140.0154,3119.9388,13,0.013485235,10.5,1987,1,2,0,1,1,26
0,FDR09,260.2962,1035.9848,13,0.077659918,18.25,1987,1,2,0,1,1,26
0,FDR48,149.8024,1821.6288,0,0.154981519,11.65,2009,3,2,1,2,1,4
0,FDZ52,110.2886,778.3202,5,0.100074524,19.2,1997,8,0,2,1,1,16
0,DRD60,182.7634,3453.5046,14,0.037289996,15.7,1999,9,0,1,1,0,14
2,FDJ14,80.096,239.688,3,0.050028809,10.3,1987,1,2,0,1,1,26
1,NCY29,56.893,1188.453,8,0.077234113,13.65,1997,8,0,2,1,2,16
1,NCP41,108.8596,970.7364,8,0.016197216,16.6,1987,1,2,0,1,2,26
0,FDK46,258.462,4673.916,13,0.051571772,9.6,2002,7,1,2,1,1,11
2,FDI48,50.5666,922.7988,0,0.055672032,11.85,1987,1,2,0,1,1,26
2,FDX48,154.1656,617.8624,0,0.066336811,17.75,1985,4,0,2,0,1,28
1,NCI29,141.2154,709.077,8,0.032672263,8.6,1999,9,0,1,1,2,14
2,FDL51,213.9876,2143.876,4,0.047491371,20.7,1997,8,0,2,1,1,16
2,FDU21,35.7558,577.2486,13,0.077154417,11.8,2007,2,1,2,1,1,6
2,FDA08,162.5526,328.9052,6,0.087692636,11.85,1985,4,0,2,0,1,28
2,FDK03,255.9356,4832.3764,4,0.074221559,12.6,2009,3,2,1,2,1,4
0,DRH39,77.667,2220.443,4,0.092834313,20.7,1999,9,0,1,1,0,14
1,NCR18,41.6112,255.6672,9,0.020571083,15.85,2009,3,2,1,2,2,4
1,NCX42,163.6526,1151.1682,9,0.005978595,6.36,1997,8,0,2,1,2,16
2,FDR15,156.6314,1241.0512,10,0.033489979,9.3,1999,9,0,1,1,1,14
0,FDN60,157.6604,316.9208,0,0.166609517,15.1,1985,4,0,2,0,1,28
0,FDH24,157.0288,2985.4472,0,0.021552357,20.7,2007,2,1,2,1,1,6
0,FDY50,88.7172,3301.0364,4,0.130321652,5.8,1985,5,2,1,3,1,28
2,FDT26,120.344,1797.66,4,0.068059156,18.85,1999,9,0,1,1,1,14
1,NCC30,176.6344,2676.516,9,0.027573983,16.6,2004,6,1,2,1,2,9
1,NCE43,170.8448,4942.8992,9,0.103442268,12.5,1997,8,0,2,1,2,16
0,DRK39,83.825,1414.825,4,0.0546793804286,7.02,2007,2,1,2,1,0,6
0,FDL16,45.906,885.514,5,0.168312678,12.85,1987,1,2,0,1,1,26
2,FDQ36,36.2848,1155.8288,0,0.162205516,7.855,2009,3,2,1,2,1,4
